,AAPL,MSFT,GOOGL,TSLA,AMZN,PLTR,SOFI,IONQ,QQQM,NVDA,BBD,GLDM,PFE,RKLB
AAPL,1.0,0.5000872413592454,0.49080670985906494,0.5293323349232513,0.5684618564809925,0.3572866433676157,0.46363571980134644,0.23969075218503821,0.7211276469393403,0.4283838772873738,0.2710213599787569,0.018588609063557,0.2915733384201268,0.2309695357470089
MSFT,0.5000872413592454,1.0,0.44489584163395,0.5002431608477854,0.6065499808893742,0.464049444401171,0.5453143396637301,0.33398139148942024,0.7502648268903692,0.6316908154275478,0.2503901110954458,-0.039406864687979284,0.04779124261489982,0.39271377712054334
GOOGL,0.49080670985906494,0.44489584163395,1.0,0.5547694313509712,0.5451827516985946,0.39592160040681673,0.472009963847474,0.3454813915480339,0.6617779580645691,0.4626810772376448,0.2701030105694068,0.08706662122074997,0.06812956577632204,0.3014936559490657
TSLA,0.5293323349232513,0.5002431608477854,0.5547694313509712,1.0,0.5502794242468526,0.5217347589057142,0.5747270791124621,0.4789395517766439,0.7277607696159185,0.5073113534584128,0.256884503859307,0.016030986983391553,0.15766064493772486,0.44635676988939743
AMZN,0.5684618564809925,0.6065499808893742,0.5451827516985946,0.5502794242468526,1.0,0.5006572757048262,0.6169738893079394,0.3776243502452968,0.7785210547528926,0.563580663819383,0.21265900420797715,-0.13040105034307126,0.11795932999991883,0.41580280050317125
PLTR,0.3572866433676157,0.464049444401171,0.39592160040681673,0.5217347589057142,0.5006572757048262,1.0,0.5621434354101897,0.4378143803992356,0.6611881651279459,0.5673167093683593,0.27177827660376264,0.030398562769574762,0.09206423763416806,0.5165956165010182
SOFI,0.46363571980134644,0.5453143396637301,0.472009963847474,0.5747270791124621,0.6169738893079394,0.5621434354101897,1.0,0.4952310303660898,0.7660631118220185,0.6028244661339647,0.27066347400272406,0.04907566076651013,0.12911540161852228,0.6055907483987216
IONQ,0.23969075218503821,0.33398139148942024,0.3454813915480339,0.4789395517766439,0.3776243502452968,0.4378143803992356,0.4952310303660898,1.0,0.4800661387913553,0.3464656613422845,0.2072594930738991,-0.0021666497242125164,0.11872593716327169,0.5740378264657825
QQQM,0.7211276469393403,0.7502648268903692,0.6617779580645691,0.7277607696159185,0.7785210547528926,0.6611881651279459,0.7660631118220185,0.4800661387913553,1.0,0.7917262696603399,0.33685090293759007,0.03601470253972814,0.22934325863291946,0.5450770984233252
NVDA,0.4283838772873738,0.6316908154275478,0.4626810772376448,0.5073113534584128,0.563580663819383,0.5673167093683593,0.6028244661339647,0.3464656613422845,0.7917262696603399,1.0,0.15754877146308216,0.0030106107819242753,0.03809852027297831,0.45161105457959494
BBD,0.2710213599787569,0.2503901110954458,0.2701030105694068,0.256884503859307,0.21265900420797715,0.27177827660376264,0.27066347400272406,0.2072594930738991,0.33685090293759007,0.15754877146308216,1.0,0.10380642500162707,0.12784216314162092,0.1742619580225921
GLDM,0.018588609063557,-0.039406864687979284,0.08706662122074997,0.016030986983391553,-0.13040105034307126,0.030398562769574762,0.04907566076651013,-0.0021666497242125164,0.03601470253972814,0.0030106107819242753,0.10380642500162707,1.0,0.023359389738484542,0.04058814042847303
PFE,0.2915733384201268,0.04779124261489982,0.06812956577632204,0.15766064493772486,0.11795932999991883,0.09206423763416806,0.12911540161852228,0.11872593716327169,0.22934325863291946,0.03809852027297831,0.12784216314162092,0.023359389738484542,1.0,0.10627668143795105
RKLB,0.2309695357470089,0.39271377712054334,0.3014936559490657,0.44635676988939743,0.41580280050317125,0.5165956165010182,0.6055907483987216,0.5740378264657825,0.5450770984233252,0.45161105457959494,0.1742619580225921,0.04058814042847303,0.10627668143795105,1.0
