,AAPL,MSFT,GOOGL,TSLA,AMZN,PLTR,SOFI,IONQ,QQQM,NVDA,BBD,GLDM,PFE,RKLB
AAPL,1.0,0.5000515689388592,0.4901947160967008,0.5293305198906654,0.5683146742731106,0.357292541064394,0.4608217466542919,0.23983154174796137,0.720718508974072,0.42845157196473443,0.2710880901982956,0.01839509182707351,0.2915303406383573,0.23111630478693374
MSFT,0.5000515689388592,1.0,0.4446929375410332,0.5002369472265257,0.6065341558879788,0.4640427621513102,0.5404773203212871,0.3337384354080169,0.7501119800812792,0.6314910059026135,0.25035329892340985,-0.0393536671178318,0.04779828582400535,0.3924233542206128
GOOGL,0.4901947160967008,0.4446929375410332,1.0,0.5543555121286033,0.5451996642922164,0.39559859566494243,0.4632491063444402,0.3439487627525919,0.662000098987081,0.46151372915929445,0.26954101019649707,0.08776560137392522,0.0682133466864505,0.29996243476494544
TSLA,0.5293305198906654,0.5002369472265257,0.5543555121286033,1.0,0.5502216205499465,0.5217371577379728,0.5701765437875652,0.4787537462128181,0.7275190734363917,0.5072335687332422,0.2568921293175534,0.0159789452888783,0.15765167960093335,0.4461746948472124
AMZN,0.5683146742731106,0.6065341558879788,0.5451996642922164,0.5502216205499465,1.0,0.5006006839321281,0.6103395321626803,0.3770436588738229,0.7785208106387999,0.5631666201713122,0.21251405567869872,-0.13011880747677598,0.11799095201175754,0.4151726571343355
PLTR,0.357292541064394,0.4640427621513102,0.39559859566494243,0.5217371577379728,0.5006006839321281,1.0,0.5577185137002099,0.43765550973459033,0.6609598297550497,0.5672272050205435,0.27178653817068804,0.030339505009364873,0.09205511255096202,0.5163784346821213
SOFI,0.4608217466542919,0.5404773203212871,0.4632491063444402,0.5701765437875652,0.6103395321626803,0.5577185137002099,1.0,0.4950321168152239,0.7564657865956044,0.6004784187346582,0.2697871635705486,0.04578146292168384,0.12756410186827552,0.6045247266199405
IONQ,0.23983154174796137,0.3337384354080169,0.3439487627525919,0.4787537462128181,0.3770436588738229,0.43765550973459033,0.4950321168152239,1.0,0.4789364860831221,0.3469191156304241,0.2074935220236591,-0.002889375989892922,0.11854431537402085,0.5745067895916596
QQQM,0.720718508974072,0.7501119800812792,0.662000098987081,0.7275190734363917,0.7785208106387999,0.6609598297550497,0.7564657865956044,0.4789364860831221,1.0,0.7908172801044215,0.33649199420710396,0.03650395074069099,0.2293642212547551,0.5438517646928319
NVDA,0.42845157196473443,0.6314910059026135,0.46151372915929445,0.5072335687332422,0.5631666201713122,0.5672272050205435,0.6004784187346582,0.3469191156304241,0.7908172801044215,1.0,0.15774278589950533,0.0025175632337409073,0.03800932559512408,0.45199051590684514
BBD,0.2710880901982956,0.25035329892340985,0.26954101019649707,0.2568921293175534,0.21251405567869872,0.27178653817068804,0.2697871635705486,0.2074935220236591,0.33649199420710396,0.15774278589950533,1.0,0.10353172590862254,0.12779438817118388,0.17452111961268738
GLDM,0.01839509182707351,-0.0393536671178318,0.08776560137392522,0.0159789452888783,-0.13011880747677598,0.030339505009364873,0.04578146292168384,-0.002889375989892922,0.03650395074069099,0.0025175632337409073,0.10353172590862254,1.0,0.02343321633696214,0.03980658802332174
PFE,0.2915303406383573,0.04779828582400535,0.0682133466864505,0.15765167960093335,0.11799095201175754,0.09205511255096202,0.12756410186827552,0.11854431537402085,0.2293642212547551,0.03800932559512408,0.12779438817118388,0.02343321633696214,1.0,0.10609395120641604
RKLB,0.23111630478693374,0.3924233542206128,0.29996243476494544,0.4461746948472124,0.4151726571343355,0.5163784346821213,0.6045247266199405,0.5745067895916596,0.5438517646928319,0.45199051590684514,0.17452111961268738,0.03980658802332174,0.10609395120641604,1.0
