ticker,shares,currency,price,value,value_jp,ratio,PER,sigma,sharpe,usd_jpy_rate
3289.T,100,JPY,1404.0,905.4092797309648,140400.0,34.89,9.58231,23.30019780247104,1.6616477949634563,155.0679931640625
4755.T,100,JPY,952.0999755859375,613.9887130535134,95209.99755859375,23.66,,38.22139583546436,0.446005900318182,155.0679931640625
1305.T,20,JPY,3560.0,459.15342390915026,71200.0,17.69,17.664501,20.103912605701783,1.0908773156326297,155.0679931640625
186A.T,100,JPY,655.0,422.3953548602436,65500.0,16.28,,71.77825785748529,0.11112064545588268,155.0679931640625
9434.T,100,JPY,215.1999969482422,138.77783065171923,21519.99969482422,5.35,19.12889,17.533402588145595,0.6003032507271893,155.0679931640625
8058.T,1,JPY,3744.0,24.144247459492394,3744.0,0.93,21.393064,26.578808719985297,1.5928971420299767,155.0679931640625
8173.T,1,JPY,2623.0,16.915160546540747,2623.0,0.65,21.863798,19.797009370469638,0.9156681698571812,155.0679931640625
7267.T,1,JPY,1520.0,9.802151746375117,1520.0,0.38,10.002632,35.11953434877472,0.6901889924941853,155.0679931640625
8698.T,1,JPY,726.0,4.681817215702852,726.0,0.18,,43.92713904794714,-0.8832821624414745,155.0679931640625
