ticker,name,shares,currency,price,value,value_jp,ratio,PER,sigma,sharpe,dividend_yield,sector,industry,country,usd_jpy_rate
PLTR,Palantir Technologies Inc.,10,USD,180.3800048828125,1803.800048828125,279848,27.44,419.48837,67.96832854191058,1.6419334143859194,,Technology,Software - Infrastructure,United States,155.1439971923828
TSLA,"Tesla, Inc.",3,USD,457.3900146484375,1372.1700439453125,212883,20.87,315.44138,65.30850605956651,0.5914944666666558,,Consumer Cyclical,Auto Manufacturers,United States,155.1439971923828
GOOGL,Alphabet Inc.,2,USD,320.8900146484375,641.780029296875,99568,9.76,31.677198,33.321489383139614,1.9356963948102428,26.0,Communication Services,Internet Content & Information,United States,155.1439971923828
IONQ,"IonQ, Inc.",11,USD,52.46500015258789,577.1150016784668,89535,8.78,,119.4055565852495,0.87625398270927,,Technology,Computer Hardware,United States,155.1439971923828
SOFI,"SoFi Technologies, Inc.",20,USD,27.778400421142578,555.5680084228516,86193,8.45,49.604286,64.73593527201864,1.156073065020642,,Financial Services,Credit Services,United States,155.1439971923828
AMZN,"Amazon.com, Inc.",2,USD,230.74290466308594,461.4858093261719,71596,7.02,32.590622,34.89773034793331,0.18865161876286532,,Consumer Cyclical,Internet Retail,United States,155.1439971923828
AAPL,Apple Inc.,1,USD,280.3550109863281,280.3550109863281,43495,4.26,37.52878,32.706251780504275,0.49280913339547205,37.0,Technology,Consumer Electronics,United States,155.1439971923828
QQQM,Invesco NASDAQ 100 ETF,1,USD,258.4200134277344,258.4200134277344,40092,3.93,35.393204,23.663242212485418,0.7598937465795,50.0,,,,155.1439971923828
BBD,Banco Bradesco S.A.,56,USD,3.6449999809265137,204.11999893188477,31667,3.11,10.125,37.62544784053075,1.7187956629810726,497.0,Financial Services,Banks - Regional,Brazil,155.1439971923828
NVDA,NVIDIA Corporation,1,USD,182.69949340820312,182.69949340820312,28344,2.78,45.337467,49.74012694454639,0.6366691634516456,2.0,Technology,Semiconductors,United States,155.1439971923828
PFE,Pfizer Inc.,4,USD,25.78499984741211,103.13999938964844,16001,1.57,14.991279,26.331752945569903,0.2587675076648029,669.0,Healthcare,Drug Manufacturers - General,United States,155.1439971923828
GLDM,SPDR Gold MiniShares,1,USD,84.25990295410156,84.25990295410156,13072,1.28,,19.387850482350675,2.38926252102528,0.0,,,,155.1439971923828
RKLB,Rocket Lab Corporation,1,USD,48.814998626708984,48.814998626708984,7573,0.74,,87.15762493218624,1.2044960569348802,,Industrials,Aerospace & Defense,United States,155.1439971923828
MSFT,Microsoft Corporation,0,USD,481.760009765625,0.0,0,0.0,34.313393,24.431175947407517,0.33647116399284094,76.0,Technology,Software - Infrastructure,United States,155.1439971923828
