ticker,name,price,market_cap,PER,sigma,sharpe,annual_return
RKLB,Rocket Lab Corporation,69.2699966430664,33523953664,,91.47316299402036,2.4195216752806004,225.32130057050753
IONQ,"IonQ, Inc.",72.41000366210938,25157267456,,126.54370961597377,2.008935417088452,258.2181400572862
URBN,"Urban Outfitters, Inc.",67.9000015258789,6090488320,13.313726,57.26499515115615,1.2566705478498825,75.96323282922427
FROG,JFrog Ltd.,46.61000061035156,5441333760,,42.26103911537435,1.0547338356073044,48.57414788290911
